policy_id,customer_id,product_code,product_variant,start_date,end_date,policy_status,written_premium,sum_insured,currency,sales_channel,policy_version
P-2023-001406,100320,TRAVEL,World,2023-07-12,2024-08-08,Expired,28.59,38440.56,EUR,Agent,1
P-2024-001407,100698,AUTO,CASCO,2024-04-07,2025-03-11,Expired,245.66,2246.91,EUR,Phone,1
P-2024-001408,100306,AUTO,CASCO,2024-06-10,2025-08-30,Active,362.0,21082.54,EUR,Broker,1
P-2024-001409,100151,LIABILITY,Personal,2024-06-28,2025-05-24,Expired,121.83,10198.68,EUR,Online,1
P-2024-001410,100309,TRAVEL,Europe,2024-08-09,2025-02-12,Expired,37.84,13649.75,EUR,Phone,1
P-2024-001411,100763,HOME,HomeBasic,2024-05-24,2025-06-17,Expired,258.29,35436.76,EUR,Phone,1
P-2024-001412,100172,LIABILITY,Personal,2024-07-15,2025-11-10,Active,299.54,37855.59,EUR,Bank,1
P-2024-001413,100577,AUTO,MTPL,2024-10-23,2025-09-30,Active,137.47,7321.2,EUR,Bank,1
P-2023-001414,100742,AUTO,MTPL,2023-04-07,2024-03-12,Expired,94.49,3785.19,EUR,Bank,1
P-2023-001415,100224,HOME,HomePlus,2023-11-30,2025-03-26,Expired,393.61,38579.52,EUR,Bank,1
P-2025-001416,100693,AUTO,CASCO,2025-03-28,2026-08-10,Active,559.71,21420.7,EUR,Bank,1
P-2024-001417,100882,LIABILITY,Personal,2024-02-14,2025-03-11,Expired,127.61,16311.93,EUR,Phone,1
P-2024-001418,100287,PET,Cat,2024-11-14,2026-02-14,Active,76.9,41567.69,EUR,Bank,1
P-2023-001419,100096,PET,Dog,2023-08-13,2024-03-23,Expired,79.47,15827.02,EUR,Phone,1
P-2024-001420,100483,HOME,HomePlus,2024-12-12,2025-12-28,Active,603.34,17550.04,EUR,Broker,1
P-2023-001421,100693,LIABILITY,Personal,2023-11-27,2024-05-18,Expired,163.17,27538.18,EUR,Bank,1
P-2023-001422,100674,PET,Dog,2023-09-01,2024-06-08,Expired,81.32,13881.15,EUR,Phone,1
P-2024-001423,100658,TRAVEL,Europe,2024-09-26,2025-05-25,Expired,46.32,33778.73,EUR,Agent,1
P-2024-001424,100767,AUTO,CASCO,2024-03-25,2025-01-12,Expired,422.95,37959.83,EUR,Agent,1
P-2023-001425,100026,LIABILITY,Personal,2023-07-02,2024-04-13,Expired,435.94,10837.57,EUR,Online,1
P-2024-001426,100183,TRAVEL,World,2024-04-16,2025-02-11,Expired,181.31,2933.15,EUR,Online,1
P-2023-001427,100259,PET,Dog,2023-08-10,2024-11-17,Expired,117.96,34253.82,EUR,Broker,1
P-2023-001428,100670,LIABILITY,Personal,2023-03-17,2024-02-01,Expired,185.84,23995.85,EUR,Online,1
P-2023-001429,100182,TRAVEL,Europe,2023-10-12,2024-09-11,Expired,52.41,4486.61,EUR,Bank,1
P-2025-001430,100927,AUTO,MTPL,2025-04-30,2026-05-09,Active,400.34,43039.65,EUR,Online,1
P-2024-001431,100707,AUTO,MTPL,2024-10-10,2025-06-13,Expired,181.81,24396.91,EUR,Bank,1
P-2025-001432,100431,LIABILITY,Personal,2025-05-28,2026-01-18,Active,148.62,12357.72,EUR,Bank,1
P-2025-001433,100400,TRAVEL,World,2025-01-08,2025-12-27,Active,34.97,40713.01,EUR,Phone,1
P-2025-001434,100465,HOME,HomeBasic,2025-02-23,2025-07-23,Active,305.66,45858.37,EUR,Bank,1
P-2023-001435,100894,PET,Cat,2023-08-20,2024-05-28,Expired,175.69,22828.41,EUR,Online,1
P-2024-001436,100007,AUTO,CASCO,2024-08-24,2025-12-15,Active,92.58,7856.03,EUR,Broker,1
P-2025-001437,100456,PET,Cat,2025-04-20,2025-08-30,Active,64.18,43158.14,EUR,Agent,1
P-2023-001438,100526,PET,Cat,2023-05-18,2024-04-09,Expired,163.27,31705.54,EUR,Broker,1
P-2025-001439,100679,AUTO,CASCO,2025-05-21,2025-11-08,Active,198.24,27390.59,EUR,Agent,1
P-2023-001440,100784,LIABILITY,Personal,2023-10-26,2025-03-07,Expired,100.32,25244.92,EUR,Phone,1
P-2025-001441,100818,LIABILITY,Personal,2025-03-21,2025-11-24,Active,157.08,2060.75,EUR,Broker,1
P-2023-001442,100064,PET,Dog,2023-07-06,2024-09-28,Expired,136.41,10871.61,EUR,Phone,1
P-2024-001443,100626,HOME,HomeBasic,2024-03-03,2025-05-05,Expired,799.57,11378.17,EUR,Broker,1
P-2023-001444,100562,HOME,HomePlus,2023-05-12,2024-02-19,Expired,477.18,11053.96,EUR,Phone,1
P-2024-001445,100138,LIABILITY,Personal,2024-09-16,2026-01-13,Active,264.43,24426.75,EUR,Phone,1
P-2023-001446,100435,AUTO,CASCO,2023-02-06,2024-02-22,Expired,230.61,45411.36,EUR,Online,1
P-2024-001447,100470,PET,Dog,2024-10-06,2025-10-07,Active,213.85,9149.27,EUR,Agent,1
P-2024-001448,100540,LIABILITY,Personal,2024-08-16,2025-09-09,Active,137.26,36529.7,EUR,Online,1
P-2023-001449,100988,AUTO,MTPL,2023-06-04,2024-11-12,Expired,231.13,39729.97,EUR,Phone,1
P-2023-001450,100832,HOME,HomePlus,2023-08-12,2024-08-19,Expired,272.94,17199.44,EUR,Broker,1
P-2023-001451,100794,TRAVEL,Europe,2023-08-28,2024-06-27,Expired,91.55,48465.88,EUR,Online,1
P-2023-001452,100427,PET,Dog,2023-04-02,2024-01-29,Expired,156.85,41739.41,EUR,Phone,1
P-2023-001453,100794,TRAVEL,Europe,2023-02-12,2023-10-11,Expired,21.74,25795.78,EUR,Agent,1
P-2023-001454,100106,TRAVEL,World,2023-06-03,2024-02-20,Expired,38.47,48382.27,EUR,Online,1
P-2024-001455,100467,HOME,HomePlus,2024-05-18,2025-04-11,Expired,662.41,42113.41,EUR,Online,1
P-2023-001456,100833,PET,Dog,2023-03-22,2023-12-17,Expired,139.55,2983.9,EUR,Broker,1
P-2025-001457,100361,HOME,HomeBasic,2025-02-04,2026-02-24,Active,511.37,12546.56,EUR,Phone,1
P-2023-001458,100413,LIABILITY,Personal,2023-06-28,2024-10-02,Expired,181.6,5116.08,EUR,Online,1
P-2024-001459,100355,AUTO,CASCO,2024-12-23,2026-01-04,Active,144.34,35959.41,EUR,Phone,1
P-2025-001460,100650,PET,Dog,2025-01-22,2025-06-20,Expired,75.82,16197.21,EUR,Agent,1
P-2023-001461,100445,PET,Dog,2023-01-29,2024-03-07,Expired,161.01,39175.6,EUR,Online,1
P-2024-001462,100441,LIABILITY,Personal,2024-01-18,2025-08-14,Active,153.4,41678.97,EUR,Phone,1
P-2024-001463,100512,HOME,HomePlus,2024-09-23,2025-10-26,Active,1071.3,49854.07,EUR,Bank,1
P-2023-001464,100694,AUTO,MTPL,2023-08-10,2024-05-21,Expired,174.77,31335.56,EUR,Online,1
P-2024-001465,100309,LIABILITY,Personal,2024-01-16,2025-01-30,Expired,145.77,44272.85,EUR,Phone,1
P-2023-001466,100779,PET,Cat,2023-03-06,2024-06-09,Expired,73.61,39343.09,EUR,Agent,1
P-2023-001467,100400,PET,Cat,2023-09-18,2024-08-09,Expired,84.94,42435.69,EUR,Agent,1
P-2024-001468,100735,AUTO,CASCO,2024-02-29,2025-01-03,Expired,582.13,19031.27,EUR,Phone,1
P-2024-001469,100761,TRAVEL,World,2024-06-29,2025-09-16,Active,37.41,45493.71,EUR,Broker,1
P-2023-001470,100427,LIABILITY,Personal,2023-03-12,2023-10-11,Expired,133.05,45722.35,EUR,Broker,1
P-2024-001471,100559,LIABILITY,Personal,2024-04-12,2025-04-21,Expired,164.63,27073.45,EUR,Agent,1
P-2023-001472,100737,PET,Dog,2023-08-05,2024-05-23,Expired,103.77,39718.15,EUR,Phone,1
P-2023-001473,100844,TRAVEL,World,2023-11-24,2024-06-30,Expired,71.41,47825.45,EUR,Phone,1
P-2024-001474,100944,LIABILITY,Personal,2024-06-16,2025-07-27,Active,79.68,15214.52,EUR,Online,1
P-2024-001475,100827,PET,Cat,2024-01-18,2024-11-03,Expired,95.49,35005.61,EUR,Online,1
P-2024-001476,100110,TRAVEL,Europe,2024-12-15,2025-10-10,Active,14.85,37235.67,EUR,Phone,1
P-2023-001477,100296,TRAVEL,Europe,2023-07-27,2024-09-03,Expired,22.38,45348.83,EUR,Agent,1
P-2023-001478,100609,LIABILITY,Personal,2023-01-07,2023-12-08,Expired,222.04,1393.56,EUR,Agent,1
P-2025-001479,100286,HOME,HomePlus,2025-05-13,2027-01-09,Active,488.51,34772.26,EUR,Bank,1
P-2023-001480,100378,PET,Dog,2023-05-01,2024-04-14,Expired,186.81,16550.35,EUR,Phone,1
P-2023-001481,100836,AUTO,CASCO,2023-07-11,2024-05-22,Expired,712.24,5918.01,EUR,Online,1
P-2024-001482,100963,PET,Cat,2024-08-23,2025-10-17,Active,162.51,3821.02,EUR,Broker,1
P-2024-001483,100290,AUTO,MTPL,2024-12-19,2026-04-02,Active,152.18,18946.4,EUR,Online,1
P-2023-001484,100293,HOME,HomePlus,2023-01-15,2023-12-22,Expired,651.68,48559.4,EUR,Broker,1
P-2024-001485,100005,AUTO,CASCO,2024-07-09,2024-09-20,Expired,439.24,49878.17,EUR,Broker,1
P-2023-001486,100558,AUTO,CASCO,2023-12-10,2024-10-24,Expired,408.2,12907.09,EUR,Broker,1
P-2023-001487,100114,PET,Cat,2023-02-27,2024-04-28,Expired,116.32,35693.17,EUR,Online,1
P-2023-001488,100879,PET,Dog,2023-01-12,2023-07-22,Expired,71.59,1943.2,EUR,Broker,1
P-2024-001489,100367,PET,Dog,2024-03-06,2025-03-15,Expired,148.31,32673.69,EUR,Phone,1
P-2023-001490,100583,LIABILITY,Personal,2023-09-22,2024-06-23,Expired,85.64,21743.01,EUR,Phone,1
P-2023-001491,100223,HOME,HomeBasic,2023-04-12,2023-11-28,Expired,816.82,32605.48,EUR,Phone,1
P-2023-001492,100842,HOME,HomeBasic,2023-07-17,2024-06-03,Expired,286.22,29938.89,EUR,Online,1
P-2025-001493,100465,LIABILITY,Personal,2025-03-23,2026-04-13,Active,164.89,28582.09,EUR,Online,1
P-2025-001494,100460,HOME,HomeBasic,2025-04-07,2026-01-26,Active,253.82,46961.41,EUR,Phone,1
P-2023-001495,100035,TRAVEL,World,2023-01-04,2023-06-27,Expired,97.64,8706.4,EUR,Bank,1
P-2024-001496,100931,AUTO,CASCO,2024-11-02,2025-07-06,Active,429.14,22963.1,EUR,Bank,1
P-2025-001497,100227,TRAVEL,Europe,2025-03-16,2026-01-03,Active,45.54,15352.38,EUR,Bank,1
P-2025-001498,100732,PET,Cat,2025-03-14,2026-06-04,Active,73.9,6075.25,EUR,Agent,1
P-2024-001499,100516,HOME,HomeBasic,2024-03-07,2025-05-03,Expired,339.35,49968.88,EUR,Bank,1
P-2024-001500,100973,LIABILITY,Personal,2024-05-06,2025-07-25,Active,176.32,18796.27,EUR,Agent,1
P-2024-001501,100919,PET,Dog,2024-06-03,2025-02-15,Expired,44.9,8062.65,EUR,Agent,1
P-2023-001502,100700,LIABILITY,Personal,2023-12-17,2025-03-21,Expired,258.46,42796.21,EUR,Bank,1
P-2023-001503,100353,AUTO,MTPL,2023-11-02,2024-09-19,Expired,133.42,13515.11,EUR,Broker,1
P-2023-001504,100472,TRAVEL,World,2023-04-08,2024-03-13,Expired,164.1,49694.88,EUR,Agent,1
P-2024-001505,100145,AUTO,CASCO,2024-11-02,2025-06-14,Expired,544.04,44146.87,EUR,Agent,1
P-2024-001506,100265,LIABILITY,Personal,2024-01-24,2025-01-07,Expired,331.08,13337.63,EUR,Broker,1
P-2024-001507,100412,AUTO,CASCO,2024-01-06,2024-09-19,Expired,438.66,21806.93,EUR,Online,1
P-2025-001508,100932,AUTO,CASCO,2025-03-18,2026-04-27,Active,383.21,45661.25,EUR,Broker,1
P-2023-001509,100565,AUTO,CASCO,2023-05-29,2024-06-27,Expired,407.64,9776.84,EUR,Bank,1
P-2023-001510,100863,LIABILITY,Personal,2023-05-13,2024-05-22,Expired,344.57,29032.89,EUR,Agent,1
P-2024-001511,100174,AUTO,CASCO,2024-05-01,2025-06-13,Expired,592.16,11209.68,EUR,Agent,1
P-2024-001512,100309,HOME,HomeBasic,2024-11-17,2025-06-12,Expired,307.68,3450.92,EUR,Agent,1
P-2023-001513,100794,TRAVEL,World,2023-04-13,2024-01-27,Expired,91.58,21320.21,EUR,Agent,1
P-2024-001514,100068,AUTO,MTPL,2024-04-03,2024-11-21,Expired,321.25,13077.42,EUR,Bank,1
P-2024-001515,100499,PET,Dog,2024-09-30,2025-11-08,Active,167.08,35835.55,EUR,Broker,1
P-2024-001516,100474,LIABILITY,Personal,2024-12-05,2025-12-14,Active,102.71,29915.7,EUR,Bank,1
P-2023-001517,100487,PET,Cat,2023-06-07,2024-10-02,Expired,107.68,11545.81,EUR,Online,1
P-2025-001518,100821,AUTO,CASCO,2025-03-14,2025-12-26,Active,668.0,40018.71,EUR,Online,1
P-2023-001519,100727,LIABILITY,Personal,2023-06-17,2024-08-10,Expired,212.72,32338.54,EUR,Agent,1
P-2023-001520,100062,AUTO,MTPL,2023-10-28,2024-09-02,Expired,157.81,28246.81,EUR,Phone,1
P-2024-001521,100574,HOME,HomePlus,2024-07-06,2025-10-04,Active,813.31,17175.48,EUR,Bank,1
P-2023-001522,100580,PET,Cat,2023-10-16,2024-12-26,Expired,215.04,37250.02,EUR,Broker,1
P-2023-001523,100793,HOME,HomeBasic,2023-04-04,2024-04-15,Expired,520.63,49614.2,EUR,Broker,1
P-2025-001524,100195,TRAVEL,World,2025-03-08,2025-09-14,Active,28.27,38448.04,EUR,Online,1
P-2023-001525,100898,TRAVEL,Europe,2023-08-17,2025-01-20,Expired,26.21,43510.31,EUR,Bank,1
P-2024-001526,100037,TRAVEL,World,2024-03-28,2025-06-10,Expired,89.51,47702.44,EUR,Online,1
P-2023-001527,100179,AUTO,MTPL,2023-03-31,2024-06-25,Expired,136.87,17453.54,EUR,Broker,1
P-2024-001528,100498,LIABILITY,Personal,2024-10-17,2025-10-25,Active,226.85,41156.38,EUR,Online,1
P-2023-001529,100651,HOME,HomeBasic,2023-11-09,2025-03-18,Expired,536.46,38596.64,EUR,Agent,1
P-2025-001530,100384,TRAVEL,Europe,2025-01-09,2026-04-21,Active,17.23,31533.51,EUR,Bank,1
P-2025-001531,100904,LIABILITY,Personal,2025-05-29,2026-03-15,Active,145.21,22334.08,EUR,Online,1
P-2024-001532,100371,LIABILITY,Personal,2024-10-12,2025-07-07,Active,173.91,32826.01,EUR,Online,1
P-2024-001533,100355,HOME,HomeBasic,2024-12-06,2025-09-09,Active,398.53,43056.28,EUR,Agent,1
P-2023-001534,100859,PET,Dog,2023-01-06,2023-07-22,Expired,136.35,1432.76,EUR,Broker,1
P-2023-001535,100350,HOME,HomePlus,2023-11-28,2024-11-12,Expired,529.96,3282.42,EUR,Broker,1
P-2024-001536,100904,PET,Cat,2024-08-06,2026-03-31,Active,162.47,20200.31,EUR,Broker,1
P-2023-001537,100789,PET,Dog,2023-01-11,2024-06-17,Expired,162.3,42425.54,EUR,Online,1
P-2024-001538,100293,AUTO,MTPL,2024-07-09,2025-05-17,Expired,136.63,14305.69,EUR,Agent,1
P-2023-001539,100554,LIABILITY,Personal,2023-08-10,2024-08-22,Expired,167.83,21082.09,EUR,Online,1
P-2024-001540,100070,PET,Dog,2024-07-13,2025-06-19,Expired,222.18,8891.26,EUR,Agent,1
P-2023-001541,100884,AUTO,MTPL,2023-11-04,2024-11-09,Expired,198.68,7836.81,EUR,Online,1
P-2024-001542,100261,HOME,HomeBasic,2024-02-12,2025-08-12,Active,727.81,32341.24,EUR,Broker,1
P-2023-001543,100200,TRAVEL,Europe,2023-10-05,2024-11-11,Expired,48.16,27839.26,EUR,Broker,1
P-2024-001544,100755,AUTO,MTPL,2024-02-11,2025-01-06,Expired,204.85,28626.37,EUR,Agent,1
P-2024-001545,100489,AUTO,MTPL,2024-08-11,2025-10-05,Active,108.42,45651.55,EUR,Agent,1
P-2024-001546,100974,TRAVEL,Europe,2024-04-18,2025-04-04,Expired,47.77,48180.25,EUR,Bank,1
P-2024-001547,100821,HOME,HomePlus,2024-08-01,2025-09-21,Active,702.49,27291.18,EUR,Broker,1
P-2023-001548,100574,LIABILITY,Personal,2023-04-12,2024-04-27,Expired,173.11,30111.95,EUR,Agent,1
P-2023-001549,100091,HOME,HomeBasic,2023-10-22,2024-12-30,Expired,397.86,43840.53,EUR,Broker,1
P-2024-001550,100831,LIABILITY,Personal,2024-08-04,2025-08-03,Active,254.93,1318.26,EUR,Online,1
P-2024-001551,100089,LIABILITY,Personal,2024-01-15,2025-03-27,Expired,201.1,48152.29,EUR,Agent,1
P-2025-001552,100505,LIABILITY,Personal,2025-04-11,2026-07-17,Active,115.84,3723.35,EUR,Online,1
P-2024-001553,100523,HOME,HomePlus,2024-01-19,2025-09-13,Active,1009.85,37380.42,EUR,Agent,1
P-2025-001554,100100,TRAVEL,Europe,2025-02-28,2026-06-05,Active,18.37,42530.88,EUR,Phone,1
P-2023-001555,100248,PET,Dog,2023-05-07,2024-09-24,Expired,86.63,37789.76,EUR,Bank,1
P-2023-001556,100046,LIABILITY,Personal,2023-09-18,2024-08-21,Expired,105.67,24767.71,EUR,Phone,1
P-2025-001557,100440,PET,Cat,2025-02-13,2026-03-24,Active,96.3,41520.5,EUR,Phone,1
P-2024-001558,100750,PET,Dog,2024-05-14,2025-05-13,Expired,146.77,30400.71,EUR,Online,1
P-2025-001559,100699,LIABILITY,Personal,2025-02-07,2026-06-08,Active,62.54,22859.6,EUR,Bank,1
P-2023-001560,100729,TRAVEL,World,2023-02-26,2024-04-13,Expired,90.12,36781.96,EUR,Broker,1
P-2024-001561,100717,HOME,HomeBasic,2024-12-03,2026-06-11,Active,217.16,7820.2,EUR,Broker,1
P-2024-001562,100687,PET,Dog,2024-04-20,2025-04-01,Expired,95.01,21260.19,EUR,Bank,1
P-2024-001563,100966,PET,Dog,2024-08-04,2025-07-29,Active,103.25,11025.09,EUR,Online,1
P-2023-001564,100595,LIABILITY,Personal,2023-07-28,2024-09-30,Expired,125.99,22419.09,EUR,Agent,1
P-2025-001565,100958,TRAVEL,World,2025-03-16,2025-11-27,Active,74.83,14978.62,EUR,Online,1
P-2024-001566,100280,HOME,HomeBasic,2024-12-23,2025-12-01,Active,269.06,12078.86,EUR,Phone,1
P-2024-001567,100428,LIABILITY,Personal,2024-10-23,2025-08-26,Active,253.02,36545.19,EUR,Bank,1
P-2024-001568,100873,PET,Cat,2024-09-27,2025-08-28,Active,74.84,40744.2,EUR,Online,1
P-2024-001569,100244,PET,Cat,2024-02-29,2025-08-05,Active,83.61,19164.82,EUR,Bank,1
P-2024-001570,100473,AUTO,MTPL,2024-11-17,2025-11-01,Active,180.5,19075.08,EUR,Broker,1
P-2024-001571,100658,TRAVEL,Europe,2024-07-11,2025-09-08,Active,98.89,33447.11,EUR,Agent,1
P-2024-001572,100487,TRAVEL,Europe,2024-03-05,2024-11-09,Expired,57.22,37737.89,EUR,Broker,1
P-2023-001573,100369,AUTO,MTPL,2023-04-21,2024-06-29,Expired,108.01,12323.36,EUR,Online,1
P-2024-001574,100188,AUTO,MTPL,2024-06-02,2025-05-11,Expired,214.78,36836.34,EUR,Broker,1
P-2024-001575,100192,TRAVEL,World,2024-04-15,2025-05-26,Expired,34.57,18843.49,EUR,Online,1
P-2025-001576,100388,HOME,HomeBasic,2025-04-23,2026-01-18,Active,453.02,40128.5,EUR,Online,1
P-2024-001577,100440,AUTO,CASCO,2024-03-13,2025-05-10,Expired,269.16,24834.05,EUR,Online,1
P-2023-001578,100528,PET,Cat,2023-01-19,2023-12-08,Expired,75.54,39080.9,EUR,Bank,1
P-2024-001579,100873,LIABILITY,Personal,2024-09-09,2025-08-18,Active,193.19,33167.1,EUR,Broker,1
P-2025-001580,100197,HOME,HomeBasic,2025-01-07,2025-12-09,Active,388.48,21895.75,EUR,Broker,1
P-2024-001581,100201,LIABILITY,Personal,2024-12-17,2026-06-13,Active,254.86,8549.71,EUR,Online,1
P-2023-001582,100797,AUTO,CASCO,2023-10-19,2024-08-23,Expired,378.25,10115.67,EUR,Bank,1
P-2024-001583,100212,PET,Dog,2024-11-12,2026-04-07,Active,74.2,12116.66,EUR,Bank,1
P-2024-001584,100658,LIABILITY,Personal,2024-08-05,2025-10-15,Active,101.02,6762.38,EUR,Broker,1
P-2024-001585,100837,LIABILITY,Personal,2024-04-19,2025-11-30,Active,147.93,24150.64,EUR,Agent,1
P-2024-001586,100373,PET,Cat,2024-06-11,2025-05-12,Expired,111.51,33728.9,EUR,Broker,1
P-2024-001587,100188,PET,Cat,2024-09-18,2025-11-27,Active,116.56,10920.91,EUR,Phone,1
P-2023-001588,100094,TRAVEL,World,2023-02-06,2024-01-19,Expired,22.48,16559.74,EUR,Phone,1
P-2023-001589,100714,AUTO,MTPL,2023-08-27,2024-07-18,Expired,212.55,11779.57,EUR,Online,1
P-2024-001590,100083,LIABILITY,Personal,2024-08-15,2024-12-05,Expired,215.25,19465.94,EUR,Broker,1
P-2025-001591,100679,PET,Dog,2025-04-10,2026-03-26,Active,92.66,17702.95,EUR,Bank,1
P-2023-001592,100317,HOME,HomePlus,2023-06-18,2024-09-14,Expired,1091.12,21129.65,EUR,Online,1
P-2024-001593,100159,LIABILITY,Personal,2024-04-18,2025-01-28,Expired,94.71,39043.18,EUR,Agent,1
P-2025-001594,100193,HOME,HomeBasic,2025-05-08,2026-03-05,Active,642.45,18462.74,EUR,Broker,1
P-2023-001595,100674,AUTO,CASCO,2023-02-11,2024-03-28,Expired,576.67,29289.74,EUR,Broker,1
P-2024-001596,100482,HOME,HomeBasic,2024-08-22,2025-10-04,Active,281.26,36379.04,EUR,Online,1
P-2024-001597,100617,HOME,HomeBasic,2024-03-28,2025-01-25,Expired,392.58,47777.24,EUR,Phone,1
P-2023-001598,100121,AUTO,CASCO,2023-03-31,2024-05-15,Expired,643.65,25852.99,EUR,Online,1
P-2023-001599,100168,LIABILITY,Personal,2023-09-24,2024-05-06,Expired,192.98,6959.52,EUR,Online,1
P-2023-001600,100514,PET,Cat,2023-09-01,2024-09-05,Expired,111.2,40036.18,EUR,Agent,1
P-2025-001601,100264,HOME,HomePlus,2025-01-12,2026-04-06,Active,641.54,32893.06,EUR,Agent,1
P-2023-001602,100435,PET,Dog,2023-07-21,2024-07-10,Expired,82.43,40154.6,EUR,Broker,1
P-2025-001603,100240,TRAVEL,World,2025-01-07,2025-11-05,Active,49.35,42910.41,EUR,Broker,1
P-2023-001604,100774,LIABILITY,Personal,2023-11-12,2025-02-24,Expired,309.33,48976.07,EUR,Phone,1
P-2023-001605,100286,PET,Cat,2023-11-10,2024-04-11,Expired,90.19,31667.06,EUR,Agent,1
P-2023-001606,100743,HOME,HomePlus,2023-04-10,2023-11-01,Expired,489.2,6127.25,EUR,Bank,1
P-2025-001607,100885,LIABILITY,Personal,2025-03-27,2026-04-18,Active,159.03,30699.37,EUR,Online,1
P-2024-001608,100673,LIABILITY,Personal,2024-12-15,2025-09-14,Active,172.94,33972.97,EUR,Bank,1
P-2023-001609,100713,LIABILITY,Personal,2023-05-22,2023-10-30,Expired,220.07,4226.27,EUR,Online,1
P-2024-001610,100207,PET,Cat,2024-04-07,2025-06-23,Expired,127.28,13133.33,EUR,Bank,1
P-2024-001611,100620,LIABILITY,Personal,2024-10-06,2025-07-14,Active,189.75,46675.92,EUR,Broker,1
P-2024-001612,100498,HOME,HomePlus,2024-12-12,2026-05-18,Active,239.56,20852.65,EUR,Bank,1
P-2024-001613,100147,HOME,HomeBasic,2024-09-03,2026-02-24,Active,419.05,3718.71,EUR,Agent,1
P-2024-001614,100835,HOME,HomeBasic,2024-03-01,2025-05-09,Expired,263.91,13587.99,EUR,Phone,1
P-2023-001615,100157,TRAVEL,Europe,2023-12-04,2025-02-18,Expired,41.62,24595.43,EUR,Bank,1
P-2024-001616,100747,PET,Dog,2024-07-26,2025-06-19,Expired,87.84,16307.89,EUR,Agent,1
P-2024-001617,100727,AUTO,CASCO,2024-09-29,2025-11-09,Active,1035.93,39816.29,EUR,Bank,1
P-2023-001618,100259,HOME,HomePlus,2023-11-19,2024-07-13,Expired,1300.96,24216.61,EUR,Phone,1
P-2023-001619,100359,AUTO,CASCO,2023-02-11,2024-01-18,Expired,199.92,40538.07,EUR,Agent,1
P-2024-001620,100280,PET,Cat,2024-06-17,2026-01-24,Active,85.72,14470.51,EUR,Bank,1
P-2023-001621,100527,HOME,HomePlus,2023-02-28,2024-02-27,Expired,521.34,21307.95,EUR,Agent,1
P-2023-001622,100369,TRAVEL,Europe,2023-08-01,2024-07-05,Expired,59.41,29276.79,EUR,Online,1
P-2024-001623,100370,PET,Cat,2024-12-17,2026-02-17,Active,45.87,21621.33,EUR,Agent,1
P-2024-001624,100092,AUTO,MTPL,2024-11-10,2025-11-14,Active,171.89,33422.08,EUR,Broker,1
P-2023-001625,100458,PET,Cat,2023-09-08,2024-11-10,Expired,80.62,49102.54,EUR,Broker,1
P-2023-001626,100542,AUTO,MTPL,2023-10-03,2024-11-16,Expired,139.11,11947.21,EUR,Online,1
P-2023-001627,100091,AUTO,CASCO,2023-09-19,2025-01-02,Expired,321.2,33389.01,EUR,Agent,1
P-2023-001628,100844,AUTO,CASCO,2023-08-27,2024-03-18,Expired,1607.28,18341.39,EUR,Bank,1
P-2023-001629,100573,TRAVEL,Europe,2023-12-03,2024-08-22,Expired,26.57,45729.1,EUR,Agent,1
P-2024-001630,100677,LIABILITY,Personal,2024-11-17,2025-08-11,Active,233.38,20145.15,EUR,Agent,1
P-2024-001631,100533,LIABILITY,Personal,2024-08-29,2025-05-17,Expired,158.62,46211.39,EUR,Online,1
P-2023-001632,100121,PET,Dog,2023-01-08,2024-03-11,Expired,96.21,37096.18,EUR,Agent,1
P-2024-001633,100923,PET,Dog,2024-01-23,2024-10-21,Expired,139.72,38179.9,EUR,Online,1
P-2023-001634,100788,HOME,HomeBasic,2023-05-22,2024-04-21,Expired,580.38,15694.4,EUR,Agent,1
P-2023-001635,100295,PET,Dog,2023-01-23,2023-09-03,Expired,119.34,40267.24,EUR,Online,1
P-2023-001636,100626,HOME,HomeBasic,2023-12-09,2025-03-12,Expired,460.62,24533.08,EUR,Agent,1
P-2023-001637,100616,HOME,HomeBasic,2023-03-10,2024-04-22,Expired,529.94,37894.2,EUR,Bank,1
P-2024-001638,100676,LIABILITY,Personal,2024-05-23,2025-06-30,Active,88.05,27118.5,EUR,Online,1
P-2023-001639,100603,LIABILITY,Personal,2023-11-18,2024-12-22,Expired,715.71,11895.3,EUR,Phone,1
P-2023-001640,100842,PET,Cat,2023-07-07,2024-07-19,Expired,108.09,43969.03,EUR,Broker,1
P-2024-001641,100386,HOME,HomeBasic,2024-07-07,2025-08-20,Active,338.75,20367.45,EUR,Online,1
P-2024-001642,100486,HOME,HomeBasic,2024-09-16,2025-10-31,Active,431.66,20496.05,EUR,Online,1
P-2023-001643,100558,AUTO,CASCO,2023-11-27,2024-10-08,Expired,420.6,35604.44,EUR,Bank,1
P-2024-001644,100052,HOME,HomeBasic,2024-03-08,2024-11-25,Expired,434.5,23989.14,EUR,Phone,1
P-2023-001645,100197,TRAVEL,Europe,2023-04-15,2024-04-05,Expired,83.66,10356.49,EUR,Broker,1
P-2025-001646,100722,PET,Cat,2025-02-15,2026-07-08,Active,70.78,40139.82,EUR,Agent,1
P-2024-001647,100219,LIABILITY,Personal,2024-01-27,2025-04-05,Expired,97.3,26965.62,EUR,Agent,1
P-2024-001648,100747,LIABILITY,Personal,2024-08-26,2025-09-30,Active,347.58,35086.37,EUR,Broker,1
P-2024-001649,100830,TRAVEL,Europe,2024-05-08,2024-11-16,Expired,26.91,25027.54,EUR,Bank,1
